id,clean_customer,clean_agent,verified_intent,expected_escalation,escalation_reason
115,". Hey, since I don't think you have a feature to block artists, how many songs performed by rapists and abusers do you think I have to thumbs down before their whole catalog doesn't show up organically?",2: something you'd like to see. Thanks for your thoughts - we'll pass them on /K,CATALOG_CONTENT,AUTO_HANDLE,Standard client-side troubleshooting procedure available
116,"I am using at IOS. The usual situation For example. 2 songs in row from same album, same artists, I have enough songs to shuffle.","Hmm. Just to check, are you playing through the phone's internal speakers or to a 3rd party device like a standalone speaker or TV? /CO",CATALOG_CONTENT,AUTO_HANDLE,Standard client-side troubleshooting procedure available
117,I'm also trying to shuffle my saved Songs (1100+) and still shuffle plays 8 songs from the same album or nearby on the list...,"2: Also, we’ve recently made some improvements to our shuffle algorithm. We’d love to hear your thoughts here: /TY",CATALOG_CONTENT,AUTO_HANDLE,Standard client-side troubleshooting procedure available
118,"Understandable. For someone like me, however, who loves them as well as many other artists who are on my daily rotation, chances are still slim to none that i even get an email.",We understand. Thanks for taking the time to reach out – your feedback's been noted /NQ,CATALOG_CONTENT,AUTO_HANDLE,Standard client-side troubleshooting procedure available
119,"Hey , unable to load the page for Spotify for Artists when I press get access. Checked the Chrome console, getting 401 :(","Hey there! That's not cool. Does clearing your cache/cookies help? Also, try using an incognito window. Let us know how it goes /RV",CATALOG_CONTENT,AUTO_HANDLE,Standard client-side troubleshooting procedure available
120,a petition to bring jay z's albums back on spotify that would be nice good stuff right there 👍,1: Hey Josh! We can confirm that some of Jay Z's catalog has been removed at the request of the artist.,CATALOG_CONTENT,AUTO_HANDLE,Standard client-side troubleshooting procedure available
121,"No, I'm hoping you could add Aaliyah's last few albums. You currently only have her first.","Got it! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /DF",CATALOG_CONTENT,AUTO_HANDLE,Standard client-side troubleshooting procedure available
122,"Eden link, incorrect album",Got it. We'll get this reported. Great detective work! /JU,CATALOG_CONTENT,AUTO_HANDLE,Standard client-side troubleshooting procedure available
123,songs from the Cro-Mags album Alpha Omega are missing,Can you send us the link to the album? Just tap the three dots > Share > Copy Link /PL,CATALOG_CONTENT,AUTO_HANDLE,Standard client-side troubleshooting procedure available
124,why does the app keep deleting my offline albums?,Hey there! Can you DM us your account's email address and username? We'll take a look backstage /MX,CATALOG_CONTENT,AUTO_HANDLE,Standard client-side troubleshooting procedure available
125,got a question. Does behind the lyrics work on samsung galaxy s5 ?,Hey there! Can you let us know the country your account is set to? We'll take a look backstage /PB,CATALOG_CONTENT,AUTO_HANDLE,Standard client-side troubleshooting procedure available
126,When I click to play a song it just skips through them all on the playlist. Like it wants to play but won’t,Thanks! Can you DM us your account's username or email address? We'll take a look backstage /JP,PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
127,"on Android 8.0 using a Google Pixel and when I try and share a playlist the app crashes, already reinstalled. Ideas?",Hey! Our best tech folks are on the case as we speak. Hopefully we'll have a fix soon /YM,PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
128,No. Spotify always tries to find similar tracks to ones in my library but often gets it really wrong. There doesn’t seem to be a way to turn that function off. MacBook with latest update of Spotify.,"Are the inaccurate tracks popping up whenever you use the Search bar, or are they showing up on your Discover Weekly and other similar playlists? /RR",PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
129,Brett Eldredge: ‘Wanna Be that Song’ was removed from my library & is no longer available to download,"Can you send us the Spotify URI? Just right-click the track > Share > URI. Also, what country is your Spotify account set to? /BE",PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
130,"Absolutely dreadful to deal with. Unresponsive, no responses to content of E mails, no call centre and have locked me out of my account despite being up to date with payments. Have lost several years of playlists. Good with platitudes, however. #deezer #cd #vinyl",Hey David! We've just sent a DM your way; check it out /L,PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
131,👋🏻 It looks like I’ve lost all of my playlists except about 3 and they’ve all been replaced by these strange preset playlists Spotify create. Can you help? X,Hey! That doesn't sound good. Could you DM us your account's email address or username? We'll take a look backstage /AU,PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
132,"alas no, I did continue playlist from the night before. Also, maybe Dutch market is too small but really tired of same, spotify, commercials",2: grants you 30 minutes ad-free listening in full after hearing the offer? /MG,PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
133,Is this a new thing? Does it apply to playlists as well as saved albums? It seems a bit arbitrary tbh.,"Hi! There has always been a 10k limit in Your Music (Songs + Albums + Artists), but it doesn't apply to playlists. Hope this helps /PL",PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
134,"Hi! Just signed onto the service and am dismayed to find that I can't queue songs? Other than (where it makes perfect sense), I've never used a music app that couldn't do this. It's clearly not a tech hurdle so why don't you support this action?","Hey Chris, help's here! Check this out: Let us know how you get on /TR",PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
135,how would I go about recovering a stolen premium account?,"Hey Leonerd, we’re sorry to hear that. Check out for what to do next /NG",PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
136,Hello there how about adding #AllNight by and on Today's Top Hits playlist? It's the highest charting music release today on US itunes and holds number #6 atm! Let people hear this amazing song.,"Hey! Thanks for the feedback. Our Curation team are independent & use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion 🙂 /CP",PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
137,"Hi spotify. im a fan of the this is: whatever artist playlists but the lana del rey one really bugs me, because as a fan i know exactly what should be there and what order. can i please change it for yall PLEASE","Hi Lily! It currently isn't possible to do this. Our Curation team is independent, but we’ll pass your suggestion onto them /DV",PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
138,"I would like for the album cover to appear to the left of my songs in my playlists, like they do in the rap caviar playlist",2: You can also suggest it on our Community at and get support from other users /KB,PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
139,Playlists I still see. But anything I've ever checked is mostly gone other than about 100 songs I've recently checked.,"Got it. What devices, operating systems, and Spotify versions are they missing on? We'll see what we can suggest /AY",PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
140,"example: i have a playlist that's 1/3rd sorority noise and their songs all appear directly after each other in a block at the end ""shuffled""",Thanks for sharing your thoughts. We'll pass on your feedback to the right team. Let us know if you need anything else /RK,PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
141,Dear . I would like a feature to add a song to my playlists at the beginning in stead of at the end. Is it on your backlog?,"Hey! Thanks for the feedback. Rest assured, we've passed your feedback on to our devs. Give us a shout for anything else /RC",PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
142,Hello I really love Lemon by and . I think it’d fit perfectly to your playlist of Today’s Top Hits🍋,"Hi! Our Curation team's independent & use taste, data, research, and trends to create playlists, but we’ll pass on your feedback 🙂 /DR",PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
143,"Hey! I see a playlist created by called ""Time Capsule"". Will this playlist be updated regularly or it's songs are to stay there permanently without changes?","Hey there! Your Time Capsule playlist is there to stay, but it's sealed and won't be updated. If you have any other questions, give us a shout 🙂 /TV",PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
144,So if I keep listening to this queue then I'll be in an endless loop of pony songs!!!,"Your Queue automatically plays similar songs so the music never stops, allowing you to discover... 😉 /TB",PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
145,"- Hi, any chance of Agony and Irony being added onto the library? Thank you :)",Hey there! We’ll have it available to you as soon as it’s available to us. /PL,PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
146,I downloaded some playlists to listen offline last week & it still worked just a couple days ago but today I found out that the playlists were no longer downloaded.I had to go online & download them again. Its happened a few times now.Is it supposed to be like that?,"1: Hey Pat, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at",PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
147,Why can I not access my queue on my iPhone app?,Hey there! Can you let us know the iOS and Spotify version you're using? We'll see what we can suggest /RH,PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
148,"And to be fair, I really care about children hearing this ad, especially during the Christmas season. You promote your classic Christmas playlist, and it is family oriented. Offending me personally is not relevant.","We hear you 🎧 Rest assured, your feedback will be passed on to the right folks. Anything else, give us a shout /PX",PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
149,Playlists are fine too.,Hmm. Could you send us a DM with your account's email address or username? We'll take a look backstage /CO,PLAYLIST_LIBRARY,AUTO_HANDLE,Standard client-side troubleshooting procedure available
150,Hello why is below link not working for most of us? We need to listen to this #PerfectVelvet album by on ASAP!,"Hey! We're afraid the album isn't on Spotify yet, but we'll make sure to have it available to you as soon as it's available to us. More info about content here: /AY",CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
151,"They just stop playing and I can't play them anymore, and it's not a connection issue because other albums or radio or playlists work fine","Hey, help's here! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /MG",CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
152,since the latest iOS update I cannot control the music from my home screen or any Bluetooth device on my 7plus ideas?,Hey! Can you let us know your exact Spotify version? We'll see what we can suggest /MG,CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
153,Its a Sharp Roku TV. The model # is 5303X I believe.,"1: Hi again! We've taken a look, and it appears we've sent a reply to your DM previously. Could you check it out for us?",CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
154,"and I can't disconnect my Spotify from my FB account without logging in... pls help me reset my password without FB, thanks","Hey Annie, help's here! Could you DM us your account's email address or send us a link to your Facebook page? We'll see what we can do /GU",CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
155,Found another bug... When connected to chromecast autoplay behaves unreliable...,"Hey there! What's happening exactly? Can you let us know the device, operating system, and app version you're using? We'll see what we can suggest /PB",CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
156,"Linx 1010b, latest windows 10 OS, latest Spotify from Microsoft store. Chromecast audio gen 2.",Thanks. Can you check the exact Spotify version you're running in your Spotify settings > About Spotify? /SC,CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
157,"Hey, ! Got any ideas on how to block my asshat flatmate from raiding my Hi-Fi with SpotifyConnect in a shared WiFi?","1: Hi Marcin! Since you're on a shared WiFi, other users on that network may show up in order to use Spotify Connect. /AU",CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
158,"gotted logged out of my account and when I yty to log in, says I don't have an internet connection. Both on wifi & 4g. Anyfix?","Hey Matthias, that's not cool! What device, operating system, and Spotify version are you using? We'll see what we can suggest /JE",CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
159,"I had a premium acoount,but forgot my username. When I changed my phone I dissconnected, but my bill still charged regularly.",Hey Diana! The cavalry's here. Could you DM us your account's email address? We'll take a look under the hood /KB,CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
160,"Wifi. On same connection, my Pixel downloads songs in a couple seconds. iPhone can take minutes per song.",Thanks for keeping us updated. Can you try the steps here for us: Let us know how that goes /TF,CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
161,Why does the German podcast “fest und flauschig” refuse to play on spotify connect?,"Hi there! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /NY",CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
162,"Suddenly my account got log out and then I can't enter into my acc coz the connection, but I use a properly working wifi","Hi there, help's arrived! Can you DM us your account's email address or username? We'll see what we can do /GT",CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
163,Kelvin Mockingbird - Sacred Fire I'm experiencing an occasional crackle/pop on some songs. I tried on multiple of my speaker setups to confirm it's the album and not my equipment. Can this be looked into whether there may be a better/fixed version please. Thanks!,Hi there. Thanks for bringing this up. We'll get this reported. Great detective work! /JU,CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
164,No not yet. do you know when your app will return to the LG smart tv?,"Hi Ronald! We don't have any specific to share about this, but make sure to keep an eye out for future updates /PL",CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
165,What is happening with Connect and NAD devices? Just received an email saying Connect to be removed from NAD devices.,Hey! We're afraid we no longer support NAD speakers or recommend creating new software using it. More info here: /JP,CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
166,As of now Spotify Connect no longer functions on my D7050. Completely unacceptable. I also demand compensation. This is no way to run a business by treating your customers so poorly.,"1: We're sorry to hear you feel that way, but as we're looking to improve the overall Spotify experience, we're removing the app's...",CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
167,I have my phone but it isn't ideal when listening to music at home. My fancy but ancient speakers don't work with it. Also I used to like if I had people round we could all add to the play queue. Phone isn't the same,"No worries! We hear you, and we'll pass your feedback on to our devs. For now, check out the official idea and add your comments here: Any other questions, we're just a tweet away /JE",CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
168,"Hi ! Will you soon be adding ""Add to Queue"" command in Alexa? Please do 🙏🏻🙏🏻🙏🏻",We can see why this’d be useful! Be sure to add your support to the idea in our Community: 🙂 /JN,CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
169,did the latest iOS app update break the BMW connection?,Hi! We're afraid we don't have that info. Can you let us know what's happening exactly? Are you getting any specific error messages? /LM,CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
170,"To be clear, I do not have any speaker named Family Room. And I don’t want Skrillex or Ed Sheeran in my history.",Hey there! The cavalry's here. Can you DM us your account's email address? We'll take a look under the hood /KB,CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
171,"I read through it and understand why, I’m just sad. I bought a webOS smart tv hoping that Spotify was available.","Sorry to hear it, but thanks for sharing your thoughts! We'll pass them on to the relevant team. In the meantime, check out the other ways that you can get Spotify on your TV: If you have questions, just let us know /GS",CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
172,why no ability to like or add songs from discover weekly playlist while on CarPlay?,"Hey John! This isn't possible right now, but you can show your support for the idea in our Community: /FR",CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
173,No errors! In the car the phone is connected via Bluetooth and back home the phone or iPad is connected via WiFi to the a/v network receiver,Hmm. Could you DM us your account's email address or username? We'll take a look backstage /KM,CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
174,"Hey. Can't download anything from the Android app. Offline mode is off, Download using cell data is on, I'm on premium, got fast and reliable data connectivity. What's wrong? Help me. ASAP","Hey Jeffrey! That's not cool. What device, operating system, and Spotify version are you rocking? We'll see what we can suggest /RA",CONNECT_HARDWARE,AUTO_HANDLE,Standard client-side troubleshooting procedure available
175,Ur creative team sucks if no one ever brought that up. I’m not helping you I’m switching platforms after this month.,"Sorry to hear about this, but thanks for your comments. We'll make sure to pass these on to the right team /ME",UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
176,either tell me how to do this or a feature request. Hard press on pause to have playback stop at the end of the current song?,"1: Hi there. We're afraid this isn't possible right now. We appreciate your feedback on this, and we'll be sure to pass it on to the...",UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
177,I’m trying to update my account to student as I have NUS extra card but every time I click on it I’m taken to unidays page which I don’t have. Can you help please…,"Hey Scott! We're afraid NUS is currently unavailable as a discount option. We’d recommend using UNiDAYS at Any questions, just give us a shout /AN",UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
178,When we gonna get an update optimized for iPhone X ? Tired of those black bars at the top and bottom 😔😔,"Hey Easton! Don't worry, we're on it. Our developers are looking into this, and we'll keep everyone updated /MX",UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
179,here's the case. I can't do the update that is shown on the 2nd screenshot.,Got it. Can you DM us your account's username or email address? We'll take a look backstage /TC,UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
180,Love these detailed updates from / - so great to download nearly 100MB of ???? each week or two!,Hi Caspar. Thanks for bringing this up. We’re always testing things in order to improve & we'll pass on your thoughts to our devs /JU,UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
181,Feature Request: Spotify playlists separated from personally made ones. Like does.,"Hey Kevin, we appreciate your feedback! Don't worry, we'll let our devs know this is something you'd like to see /GK",UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
182,Spotify for Artists will not load on my MacBook (I can log in fine but the page does not load and is just blank). Can log in & use App fine but need to update things on Desktop version of Spotify for Artists. Please help!,Hey Alice! That's not cool. Could you DM us the email address linked to your account? We'll take a look backstage /I,UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
183,"Hi there, I updated my iPhone and when I click on Spotify this message pops up",Thanks. Looks like your Spotify app needs to be updated too. Can you reinstall with the steps here: Any better? /KM,UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
184,any idea why Spotify premium keeps saying ‘cannot play song’ on multiple tracks and artists?,"Hey there! What device, operating system, and Spotify version are you using? We'll see what we can suggest /MA",UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
185,when are you guys coming up with the iPhone X update? 🤨,Hey Alberto! We're working on it as we speak. Stay tuned 🙂 /BH,UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
186,"Dear Spotify service, i would really appreciate it if you can tell me how to help my wife turn her Spotify back on, she used the first free month and forget to add info for payment and it is shut off how can I help her turn it back on!","Hi Jon. Don't worry, help's here. First up, can you DM us her username or email address so we can check? /JU",UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
187,i lost access to the email account linked to my account. how do i update it if i cannot log in or get a password reset?,Hey Lindsay! We'll help out. Can you DM us your account's email address or username? We'll take a look under the hood /AN,UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
188,Just updated to the most recent version of Spotify and it's working.,Great! Glad to hear it's working. Just let us know if we can help with anything else. /MG,UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
189,. Hello I tried to update my payment card it still shows the same old card but already charged me two times from the new one,Hey there! Can you DM us your account's email address or username? We'll take a look /TJ,UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
190,"The webplayer just continues to tell me ""Oops! Something went wrong, please try again"" when I try to log in. Please help!",Hey Lynnette! Does clearing your cache/cookies help? You might also want to try using an incognito window. Let us know how it goes /KL,UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
191,8.4.29.289 arm/7 is the spotify and im using a galaxy s6 fully updated only start happening yesterday been using it for a long time with no problems,Thanks. Does restarting your device help? We'd also recommend logging out and back in. Let us know how it goes /LW,UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
192,", yes I logged out and back in. I also logged out, restarted, and logged back in, but this didn’t help.",Hmm. Best thing to try here is a quick reinstall. Just follow the steps at Let us know how it goes /NS,UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
193,I hate how my username is just a bunch of letters can y'all help a girl out and change it pleasee,"1: Hey Vic! We're afraid it's currently not possible to choose a username at sign-up, but you can add a display name instead.",UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
194,", I've spent almost 30 minutes trying to update my billing account between two devices and it won't update. Please help!",Hey there! Can you DM us your account's email address and a screenshot of any error messages you're seeing? We'll see what we can suggest /RB,UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
195,Help! Is there a way I can desactivate this in line remote? I can't use my earphones :(,"1: Hi Natalia! It's been a while since our last chat, so can you DM us your account's email address? If you can also include your...",UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
196,"I can’t send and invite to a family member to join my family premium plan, keeps sayin try again, please help","Hey Edd, help's here! Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VK",UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
197,please help! Dm me,Hey there. We've just sent a DM your way. Let's carry on chatting there /JU,UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
198,IPhone 7. Very odd? Consistent tonight. As per your request deleted old version & updated to new one?? Same issue. Maybe local to the phone but bloody awful to sort out playlist when pissed ✋🏼✋🏼👀👀,Got it. Is this issue happening on other devices? You might need to do a soft reset by turning your device off and on. Keep us posted /AV,UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
199,"Didn't help. It's an issue with 2014 MBPs, they overheat when there is a fancy animation going on, happens on websites too.",Thanks for clearing that up. We'll make sure to pass your feedback onto the right folks. Let us know if you have any other questions /DV,UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
200,Any ideas why when I open the mac app it keeps downloading the installer but on the second try it opens the app fine? 🤕,Hey Warren! Can you let us know the exact operating system and Spotify versions you're running? We'll see what we can suggest /PL,UNCLEAR_FEEDBACK,ESCALATE,"Requires private user data, backend account modification, or lacks context"
