id,customer_message,true_intent,pred_intent,intent_confidence,true_escalation,pred_escalation,escalation_reason,draft_reply,top_match_sim,top_match_text,judge_correctness,judge_groundedness,judge_voice,judge_avg,judge_verdict
62,"I started a premium subscription with a 60-day free trial, which should go until 1/9/18. Switched to a family plan and now it says I'll be charged on 12/19/17? Did I lose my free trial by activating family plan?",SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,0.9991,ESCALATE,ESCALATE,"Intent 'SUBSCRIPTION_BILLING' involves private authentication, payments, or requires user clarification.",We'd like to look into this billing query directly. Please reach out to our team via private DM with your account email or visit spotify.com/account for direct support.,0.5898,"I have the family plan, but on the website it says start a free trial.",5,5,5,5.0,PASS
63,If I have a sub that ends in a month but i join my households fam plan do i still get charged for my last month of my previous subscription???,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,0.9955,ESCALATE,ESCALATE,"Intent 'SUBSCRIPTION_BILLING' involves private authentication, payments, or requires user clarification.",We'd like to look into this billing query directly. Please reach out to our team via private DM with your account email or visit spotify.com/account for direct support.,0.4765,Seems that I get a receipt every 3 months and I am charged every month. Would it be possible that I get a bill every month?,5,5,5,5.0,PASS
64,"I can't update my family subscription again, :(",SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,0.9961,ESCALATE,ESCALATE,"Intent 'SUBSCRIPTION_BILLING' involves private authentication, payments, or requires user clarification.",We'd like to look into this billing query directly. Please reach out to our team via private DM with your account email or visit spotify.com/account for direct support.,0.6075,why have I been removed from my family subscription account? #nomoremusic #thesoundofsilence,5,5,5,5.0,PASS
65,"Hi! I'm trying to upgrade my account (I was previously in a family plan, but not anymore) and it's not accepting my CC?",SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,0.9179,ESCALATE,ESCALATE,"Intent 'SUBSCRIPTION_BILLING' involves private authentication, payments, or requires user clarification.",We'd like to look into this billing query directly. Please reach out to our team via private DM with your account email or visit spotify.com/account for direct support.,0.405,Been trying to upgrade to family plan. Everyone else's Spotify is working in the plan but not me. I need to know why.,5,5,5,5.0,PASS
66,I'm being charged full amount and I have student payment set up. Help,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,0.9996,ESCALATE,ESCALATE,"Intent 'SUBSCRIPTION_BILLING' involves private authentication, payments, or requires user clarification.",We'd like to look into this billing query directly. Please reach out to our team via private DM with your account email or visit spotify.com/account for direct support.,0.5773,I got charged student AND family packages for Spotify,5,5,5,5.0,PASS
67,tried to cancel this subscription for months. $9.99 mth Order ID: __credit_card__ ♫Date: 2016-03-23 ♫Username: colleen.george1,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,0.9424,ESCALATE,ESCALATE,"Intent 'SUBSCRIPTION_BILLING' involves private authentication, payments, or requires user clarification.",We'd like to look into this billing query directly. Please reach out to our team via private DM with your account email or visit spotify.com/account for direct support.,0.3328,. Attempting to cancel subscription,5,4,5,4.67,PASS
68,Getting really tired of trying to get Spotify family plan codes to work for my family members. About to just cancel my plan altogether and find a better option...,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,0.9559,ESCALATE,ESCALATE,"Intent 'SUBSCRIPTION_BILLING' involves private authentication, payments, or requires user clarification.",We'd like to look into this billing query directly. Please reach out to our team via private DM with your account email or visit spotify.com/account for direct support.,0.477,how do I find out who owns family plan,5,5,5,5.0,PASS
69,my student discount has been taken off my account and I have been charged £14.99 this month. Please help I’m still a student 😩,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,0.9993,ESCALATE,ESCALATE,"Intent 'SUBSCRIPTION_BILLING' involves private authentication, payments, or requires user clarification.",We'd like to look into this billing query directly. Please reach out to our team via private DM with your account email or visit spotify.com/account for direct support.,0.6338,"hi, I should get student discount but have been charged 14.99 this month? Anyway I can get my money back and sort the student discount out? Thanks",5,5,5,5.0,PASS
70,I want to get the student promo 4 Spotify premium & Hulu but I have my account with my fb profile that doesn't use my,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,0.9149,ESCALATE,ESCALATE,"Intent 'SUBSCRIPTION_BILLING' involves private authentication, payments, or requires user clarification.",We'd like to look into this billing query directly. Please reach out to our team via private DM with your account email or visit spotify.com/account for direct support.,0.3976,help. I can’t link up my student premium with Hulu,5,5,5,5.0,PASS
71,"I'm trying to update my payment information, but after putting in my new card info it takes me to the student verification page....I just want to update my card, that's all. I'm not a student.",SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,0.93,ESCALATE,ESCALATE,"Intent 'SUBSCRIPTION_BILLING' involves private authentication, payments, or requires user clarification.",We'd like to look into this billing query directly. Please reach out to our team via private DM with your account email or visit spotify.com/account for direct support.,0.5445,I am trying to update my info w/ a new c.card but I am directed to a page to chang my subscrip to student but am not a student,5,5,5,5.0,PASS
72,"You guys charged me twice for Premium, why?",SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,0.988,ESCALATE,ESCALATE,"Intent 'SUBSCRIPTION_BILLING' involves private authentication, payments, or requires user clarification.",We'd like to look into this billing query directly. Please reach out to our team via private DM with your account email or visit spotify.com/account for direct support.,0.6985,Why have I been charged twice? 😐,5,5,5,5.0,PASS
73,how do I make my account a student one?,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,0.9781,ESCALATE,ESCALATE,"Intent 'SUBSCRIPTION_BILLING' involves private authentication, payments, or requires user clarification.",We'd like to look into this billing query directly. Please reach out to our team via private DM with your account email or visit spotify.com/account for direct support.,0.6626,"I have a premium account, not a student account",5,5,5,5.0,PASS
74,I got charged twice and can’t talk to a person about it. Please help me.,SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,0.9532,ESCALATE,ESCALATE,"Intent 'SUBSCRIPTION_BILLING' involves private authentication, payments, or requires user clarification.",We'd like to look into this billing query directly. Please reach out to our team via private DM with your account email or visit spotify.com/account for direct support.,0.7,it actually got charged twice,5,5,5,5.0,PASS
75,"I bought a 6 month voucher in June as gift I’d like to renew/ extend the gift subscription- can’t work out how, pls help!!",SUBSCRIPTION_BILLING,SUBSCRIPTION_BILLING,0.841,ESCALATE,ESCALATE,"Intent 'SUBSCRIPTION_BILLING' involves private authentication, payments, or requires user clarification.",We'd like to look into this billing query directly. Please reach out to our team via private DM with your account email or visit spotify.com/account for direct support.,0.4321,Want to buy a Spotify Subscription as a gift. Can it be done without buying a gift voucher; Can I gift an actual subscription?,5,5,5,5.0,PASS
76,"Have users logged into my account, playing music from different devices in spanish, user name same as twitter handle. Can't reset pw (500 error), please help.",ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.6097,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.2902,"how can I get my mail to reset my pw I forgot? I become the answer, I'll become a mail...it's never happens! user ""loSuizo""",5,4,5,4.67,PASS
77,HELP! I no longer have the email I signed up with & I have been being charged double every month unknowingly!!!!,ACCOUNT_LOGIN,SUBSCRIPTION_BILLING,0.9661,ESCALATE,ESCALATE,"Intent 'SUBSCRIPTION_BILLING' involves private authentication, payments, or requires user clarification.",We'd like to look into this billing query directly. Please reach out to our team via private DM with your account email or visit spotify.com/account for direct support.,0.4424,why do I keep getting double charged every month?,3,5,5,4.33,PASS
78,"hey there, I️ have an account with a user name pedrounsweater but don’t know what email, or password I️ used to create it?",ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.9681,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.5347,I don’t know what email you have on file but it’s not any that I remember. Help me!! My user name is dietasche.,5,5,5,5.0,PASS
79,"Well, it's not just one router to reset, it's on every wifi network...",ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.8632,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.4684,"No. Router has been reset. Speaker is connected via UTP with router, But it doesn’t seem to connect. White led is on, But No sound. When pushing on II button, led Goes flashing orange.",5,5,5,5.0,PASS
80,Hi! Was just billed for a subscription I haven’t ordered. Wondering why you don’t send out emails when there’s made a change?,ACCOUNT_LOGIN,SUBSCRIPTION_BILLING,0.9631,ESCALATE,ESCALATE,"Intent 'SUBSCRIPTION_BILLING' involves private authentication, payments, or requires user clarification.",We'd like to look into this billing query directly. Please reach out to our team via private DM with your account email or visit spotify.com/account for direct support.,0.3404,hi my account was billed even though I cancelled it and it was billed the wrong amount,3,4,5,4.0,PASS
81,. Do we need to be signed up for Spotify promotional emails to get the Year in Review like last year? Or did that change? /BP,ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.596,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.3593,"what can i do to ensure that i get a year in music email this year, please tell me - you have one more shot this year at keeping my business",5,5,5,5.0,PASS
82,As of last night I can't login to Spotify but have not changed anything locally. What's going on? Thanks,ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.75,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.5807,now i cant even login spotify 🙃🙃🙃,5,5,5,5.0,PASS
83,someone's signed up for Spotify with my email address and their credit card. I'm getting their statements. Need this fixed.,ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.7379,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.4824,"Hi spotify! Where can I find an email address to contact someone about jobs, please?",5,5,5,5.0,PASS
84,becky ann and my email is __email__,ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.9969,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",1.0,nuyuhmusic - email; __email__,5,5,5,5.0,PASS
85,"Yeah I'm trying to get the discount. When I press the ""get premium"" button and login then it tells me I'm not eligible for the discount. But I'm a student in Ontario.",ACCOUNT_LOGIN,SUBSCRIPTION_BILLING,0.8188,ESCALATE,ESCALATE,"Intent 'SUBSCRIPTION_BILLING' involves private authentication, payments, or requires user clarification.",We'd like to look into this billing query directly. Please reach out to our team via private DM with your account email or visit spotify.com/account for direct support.,0.4508,Since you have student discount for premium memberships do you also have military discount?,3,5,5,4.33,PASS
86,how to 'switch' my profile from Facebook login to standalone login?,ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.9986,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.6356,"is the system down, cannot login on any system",5,5,5,5.0,PASS
87,I've tried logging into my account through Facebook and through my regular info and it won't work. Also does not let my music play on PS4,ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.6647,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.3179,want to unhook account from Facebook,5,4,5,4.67,PASS
88,i cant login or even make a new account to listen to my playlists,ACCOUNT_LOGIN,PLAYLIST_LIBRARY,0.5688,ESCALATE,AUTO_HANDLE,Routine client-side resolution available with 56.9% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.5366,is it possible to transfer a playlist and its followers to another account if you make a new account?,1,5,5,3.67,PASS
89,account was hacked and resolved but all my playlists are gone.,ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.7568,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.659,My premium account was hacked. My playlists are gone and none of my family accounts can login.,5,5,5,5.0,PASS
90,"I can't log in to my account and i'm a premium member. when I try to go to the password reset page, I get error: ""The CSRF token is invalid. Please try to resubmit the form."" - this has been going on for 3 days. HELP!!",ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.9637,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.722,Reset password The CSRF token is invalid. Please try to resubmit the form. Please fix this!!!!!!!!!!!!!!!!!!!,5,5,5,5.0,PASS
91,"hi,, i decativated facebook. please can i change my login account",ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.9995,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.631,I can't login to my account. Please help,5,5,5,5.0,PASS
92,Remove Facebook account from __email__,ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.996,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.7242,She may have had it under my account: __email__,5,5,5,5.0,PASS
93,HELP! My login is as kinds of messed up.,ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.8692,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.6314,Need help with a login issue,5,5,5,5.0,PASS
94,"Account email recently changed without my doing, cannot access my Premium account, Havent received support confirmation ticket",ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.8552,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.3136,someone changed my account email without having access to my email. Seems like a security flaw...,5,4,5,4.67,PASS
95,"Trying to recover password, but getting ""CSRF token is invalid"" - help? Previously signed up through FB but want to avoid using moving forward",ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.6037,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.6884,Trying to reset my password and I’m getting a CSRF token is invalid. Can you help?,5,5,5,5.0,PASS
96,"Your websites ""contact us"" link will take you to a login page. Just want Spotify to consistently improve #cheapsales",ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.6081,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.3769,When I click on my favs : it redirect me to the login page.. always..,5,5,5,5.0,PASS
97,Please assist. I can''t log in on my spotify account using facebook.,ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.9845,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.533,"hey I originally created my Spotify account using Facebook, but I've since quit Facebook and can't login! How can I log in?",5,5,5,5.0,PASS
98,"My Spotify has been accessed by someone. Music randomly stops playing or starts playing music I have not heard off. There is also music in my ""recently played"" that I haven't. I've changed my password 3 times and clicked ""Sign Out Everywhere"". Still not helped.",ACCOUNT_LOGIN,PLAYBACK_CRASH,0.3195,ESCALATE,ESCALATE,Low model confidence (0.32) on intent classification.,"Could you provide a few more details about your device model, OS, and Spotify app version so our support team can take a closer look?",0.3472,"iOS 11, iPhone X. With music playing, encountering other media or a phone call that pauses music, I’m unable to continue playing music without quitting the app & restarting. Also after disconnecting from Bluetooth music resumes playing through speakers unprompted.",3,4,5,4.0,PASS
99,"I can't change my password because there is a ""CSRF TOKEN IS INVALID"" :( this makes me sad",ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.6887,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.6381,i cannot log in since last night. I Can't reset password. Csrf token invalid.,5,5,5,5.0,PASS
100,"All good , I managed to get in finally but the issue is I can not sign in with my Facebook app account, I had to manually type it in.",ACCOUNT_LOGIN,ACCOUNT_LOGIN,0.6512,ESCALATE,ESCALATE,"Intent 'ACCOUNT_LOGIN' involves private authentication, payments, or requires user clarification.","To protect your account details, please check spotify.com/password-reset or reach out to us via direct message so we can verify your account securely.",0.51,As in log out and sign in with facebook?,5,5,5,5.0,PASS
101,"When I went to use Spotify it was if I had never used it before, I clicked on a recently played artist and it went straight to the artist's page, not my saved songs, I closed and reopened it, it then showed my saved songs but nothing was downloaded, I didn't check my playlists",CATALOG_CONTENT,CATALOG_CONTENT,0.6451,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 64.5% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.3581,"Yeah the saved songs, on some artists half the songs have been deleted but some are still saved",5,5,5,5.0,PASS
102,any idea on why my music is *always* uploaded to Spotify under the wrong artist name? It takes weeks to fix - this isn’t good.,CATALOG_CONTENT,CATALOG_CONTENT,0.9073,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 90.7% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.5027,my song is under the wrong artist,5,5,5,5.0,PASS
103,"Shuffling one album, plays one sang, ad arrives, then this message occurs and it changes to a complete new mix",CATALOG_CONTENT,CATALOG_CONTENT,0.639,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 63.9% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.2953,Will BTOB's Complete album ever comeback on spotify?,5,4,5,4.67,PASS
104,"Windows client audio starts stuttering/slowing down after about 1 minute, doesn't matter which album. audio playback in web player and other local media players is fine. any ideas?",CATALOG_CONTENT,PLAYBACK_CRASH,0.9815,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 98.2% confidence.,"We recommend trying a quick clean reinstall and clearing your app cache (Settings > Storage > Clear Cache). If the issue persists, let us know your device OS version.",0.3667,Has multiroom audio come to yet?,1,5,5,3.67,PASS
105,I don't have any local files of these artists !,CATALOG_CONTENT,CATALOG_CONTENT,0.88,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 88.0% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.5634,"Why is this happening all of a sudden on random artists? (And yes, I've turned my ""local files"" thing off and on.)",5,5,5,5.0,PASS
106,How long does it normally take to get approved as a Verified Artist? Thanks in advance!,CATALOG_CONTENT,CATALOG_CONTENT,0.6618,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 66.2% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.516,I DM'd you about an issue with a verified artist profile issue. Thanks in advance.,5,5,5,5.0,PASS
107,"Hello :) I have contacted you regarding song under wrong artist for band ""Payday"", which has ended up under ""PayDay"". We hope this can get resolved very very soon :( Please help!",CATALOG_CONTENT,CATALOG_CONTENT,0.9086,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 90.9% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.5158,my song is under the wrong artist,5,5,5,5.0,PASS
108,Any thoughts to categorize new releases instead of bunching them all together? I may like to listen to some artists but would like to know the genre. Thanks.,CATALOG_CONTENT,CATALOG_CONTENT,0.8964,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 89.6% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.426,This is new releases in general. I want new releases from artists I follow - that's the whole point of the feature.,5,5,5,5.0,PASS
109,is it common for songs to be removed by you from my playlists? Looks like it’s been removed from your catalogue too,CATALOG_CONTENT,PLAYLIST_LIBRARY,0.5795,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 58.0% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.4287,Looks like I can only replicate it with this playlist,1,5,5,3.67,PASS
110,"I woke entire library is missing and i have no idea why. All my playlists exists, but i have no songs in my song section. Help",CATALOG_CONTENT,PLAYLIST_LIBRARY,0.7743,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 77.4% confidence.,You can recover deleted playlists within 90 days by logging into your account page at spotify.com/account and selecting 'Recover playlists'.,0.5149,how do i delete entire library,1,5,5,3.67,PASS
111,"Tried playing from different albums and nothing worked. Not downloaded, just reg streaming like I always do....",CATALOG_CONTENT,OFFLINE_SYNC,0.9487,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 94.9% confidence.,Please make sure your device is connected to active Wi-Fi and toggle Offline Mode off and on in Settings > Playback. Verify you have sufficient storage space available on your device.,0.3627,"It's only on the album ""classic soft rock"". I just downloaded a different version that worked.",1,5,5,3.67,PASS
112,"... What happened?, this last year, this CD exists, now Empty CD Here’s an album for you… Pa'l Mundo",CATALOG_CONTENT,CATALOG_CONTENT,0.7902,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 79.0% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.3407,Is the correct version of 'Guilty' (Track 7) on this album? My CD copy has a version by Al Bowlly,5,4,5,4.67,PASS
113,Yeah still no change I would say there's a good number of songs that oddly aren't being featured and artists that aren't being played even though I've listened to many of their songs/albums Kanye West etc.,CATALOG_CONTENT,CATALOG_CONTENT,0.9592,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 95.9% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.3498,Hey I lost all my songs and albums again,5,4,5,4.67,PASS
114,You are missing the point here. I have synced my local files over 5 years from different computers. There is no 1 computer I can go to and sync back the songs. I have lost really important music because of this.,CATALOG_CONTENT,OFFLINE_SYNC,0.9324,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 93.2% confidence.,Please make sure your device is connected to active Wi-Fi and toggle Offline Mode off and on in Settings > Playback. Verify you have sufficient storage space available on your device.,0.3936,"So if I have local files that I purchased from another place, how can these files sync to Spotify. I wish this was easier..",1,5,5,3.67,PASS
115,". Hey, since I don't think you have a feature to block artists, how many songs performed by rapists and abusers do you think I have to thumbs down before their whole catalog doesn't show up organically?",CATALOG_CONTENT,CATALOG_CONTENT,0.853,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 85.3% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.377,I think it affects those tracks from the artists too,5,5,5,5.0,PASS
116,"I am using at IOS. The usual situation For example. 2 songs in row from same album, same artists, I have enough songs to shuffle.",CATALOG_CONTENT,CATALOG_CONTENT,0.5558,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 55.6% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.2275,"what’s the point of radios, the songs there are just songs from similar artists not similar songs",5,4,5,4.67,PASS
117,I'm also trying to shuffle my saved Songs (1100+) and still shuffle plays 8 songs from the same album or nearby on the list...,CATALOG_CONTENT,PLAYBACK_CRASH,0.9992,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 99.9% confidence.,"We recommend trying a quick clean reinstall and clearing your app cache (Settings > Storage > Clear Cache). If the issue persists, let us know your device OS version.",0.5959,"Can you update your shuffle algorithm, it's really poor and constantly plays 2/3 songs from the same album ?",1,5,5,3.67,PASS
118,"Understandable. For someone like me, however, who loves them as well as many other artists who are on my daily rotation, chances are still slim to none that i even get an email.",CATALOG_CONTENT,CATALOG_CONTENT,0.8065,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 80.7% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.3842,has been working overtime on their daily mix algorithms and they are so good. Exposed me to a dozen artists in a week,5,5,5,5.0,PASS
119,"Hey , unable to load the page for Spotify for Artists when I press get access. Checked the Chrome console, getting 401 :(",CATALOG_CONTENT,CATALOG_CONTENT,0.8688,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 86.9% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.37,"Windows 7 enterprise. I can load library and artists but nothing will play. Have checked Chrome settings, deleted cache etc.",5,5,5,5.0,PASS
120,a petition to bring jay z's albums back on spotify that would be nice good stuff right there 👍,CATALOG_CONTENT,CATALOG_CONTENT,0.7132,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 71.3% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.3899,hello where is Jay z's album 4:44?,5,5,5,5.0,PASS
121,"No, I'm hoping you could add Aaliyah's last few albums. You currently only have her first.",CATALOG_CONTENT,CATALOG_CONTENT,0.9249,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 92.5% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.4791,Hi! I have 9226 songs now and can't add more albums,5,5,5,5.0,PASS
122,"Eden link, incorrect album",CATALOG_CONTENT,CATALOG_CONTENT,0.9865,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 98.7% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.4657,I’m in the US and I don’t have a link to the album because it’s not streaming. :(,5,5,5,5.0,PASS
123,songs from the Cro-Mags album Alpha Omega are missing,CATALOG_CONTENT,CATALOG_CONTENT,1.0,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 100.0% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.7636,It's a song that's missing on Spotify of the #FinallyItsChristmas album,5,5,5,5.0,PASS
124,why does the app keep deleting my offline albums?,CATALOG_CONTENT,OFFLINE_SYNC,0.9949,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 99.5% confidence.,Please make sure your device is connected to active Wi-Fi and toggle Offline Mode off and on in Settings > Playback. Verify you have sufficient storage space available on your device.,0.5126,why does your app limit how much I can download to my own phone anyway?,1,5,5,3.67,PASS
125,got a question. Does behind the lyrics work on samsung galaxy s5 ?,CATALOG_CONTENT,CATALOG_CONTENT,0.4564,AUTO_HANDLE,AUTO_HANDLE,Routine client-side resolution available with 45.6% confidence.,"Music availability can vary over time due to licensing agreements with rights holders. If an album is greyed out, it may temporarily be unavailable in your region.",0.358,Still no lyrics!. 😕,5,5,5,5.0,PASS
